20240307 080100;5155.25;5156.75;5155;5156.25;99
20240307 080200;5156.25;5156.5;5155.5;5155.75;38
20240307 080300;5156;5158;5156;5157.75;27
20240307 080400;5157.5;5158;5157.5;5157.75;14
20240307 080500;5157.5;5157.5;5157.25;5157.5;21
20240307 080600;5158.5;5160.25;5158.5;5158.75;71
20240307 080700;5158.75;5158.75;5157.75;5157.75;32
20240307 080800;5157.5;5158.25;5157.5;5158;53
20240307 080900;5157.75;5157.75;5156;5156;136
20240307 081000;5156;5156;5155.5;5155.75;226
20240307 081100;5155.5;5155.5;5150.5;5151;831
20240307 081200;5151;5151.75;5149.75;5150.25;1011
20240307 081300;5150.25;5150.5;5148.5;5149.75;635
20240307 081400;5149.75;5151.25;5149.75;5150.25;341
20240307 081500;5150.25;5153.5;5150.25;5153.25;308
20240307 081600;5153.5;5154.5;5153.25;5153.5;117
20240307 081700;5153.5;5156.25;5153.5;5155.75;84
20240307 081800;5155.5;5155.75;5155;5155.5;23
20240307 081900;5155.25;5155.25;5154.5;5154.75;15
20240307 082000;5154.75;5155;5154.25;5154.5;19
20240307 082100;5155;5156.5;5155;5156.5;13
20240307 082200;5156.75;5158.5;5156.5;5157.5;48
20240307 082300;5157.75;5158;5157.5;5158;52
20240307 082400;5157.75;5157.75;5157.75;5157.75;2
20240307 082500;5158;5158.75;5157.5;5158.75;16
20240307 082600;5158.5;5158.5;5158.5;5158.5;12
20240307 082700;5159;5159.75;5159;5159.5;21
20240307 082800;5159.5;5160.5;5159.5;5160.5;42
20240307 082900;5160.75;5160.75;5160.25;5160.25;14
20240307 083000;5160.25;5160.25;5159.5;5159.5;18
20240307 083100;5160;5160;5159.75;5160;9
20240307 083200;5160;5160;5159.5;5159.75;9
20240307 083300;5159.5;5160;5159.5;5160;3
20240307 083400;5160;5160.25;5160;5160;7
20240307 083500;5159.75;5159.75;5159.25;5159.5;8
20240307 083600;5159.5;5160.5;5159.5;5160.25;28
20240307 083700;5160;5161.75;5160;5161.75;66
20240307 083800;5161.5;5161.5;5161.25;5161.5;23
20240307 083900;5161.5;5161.5;5160.75;5161.5;45
20240307 084000;5161.75;5161.75;5161;5161;17
20240307 084100;5161;5161;5159;5159.25;48
20240307 084200;5159.5;5160.5;5159.25;5160.5;23
20240307 084300;5159.75;5160;5159.5;5159.5;23
20240307 084400;5160;5160.25;5160;5160;5
20240307 084500;5159.75;5160.25;5159.5;5160;15
20240307 084600;5160;5161.25;5160;5161.25;25
20240307 084700;5161;5161;5160.75;5160.75;10
20240307 084800;5160.5;5160.75;5160.5;5160.75;25
20240307 084900;5160;5160.25;5160;5160.25;15
20240307 085000;5159.5;5160.25;5159.5;5160.25;14
20240307 085100;5160.5;5160.5;5159.75;5159.75;28
20240307 085200;5160.25;5160.5;5160.25;5160.25;6
20240307 085300;5159.75;5159.75;5159.75;5159.75;2
20240307 085400;5160.25;5160.75;5160;5160.5;26
20240307 085500;5160.75;5160.75;5160.5;5160.5;11
20240307 085600;5160.5;5160.75;5160.25;5160.75;6
20240307 085700;5160.25;5160.25;5159;5159;16
20240307 085800;5159.75;5160.75;5159.75;5160.5;40
20240307 085900;5161;5161;5160.5;5160.5;17
20240307 090000;5160.75;5161;5160.5;5161;47
20240307 090100;5160.75;5161.25;5160;5160;50
20240307 090200;5160.25;5160.75;5160;5160.75;54
20240307 090300;5161;5163.5;5161;5163.25;77
20240307 090400;5163.75;5164.5;5163;5164.5;41
20240307 090500;5164.5;5164.5;5163.5;5163.5;24
20240307 090600;5164.25;5164.75;5164.25;5164.25;24
20240307 090700;5164.25;5164.25;5164;5164;2
20240307 090800;5164.5;5164.5;5163.75;5163.75;3
20240307 090900;5164.25;5164.75;5164.25;5164.5;25
20240307 091000;5164;5164;5163.5;5163.5;20
20240307 091100;5163.5;5165;5163.5;5164.5;36
20240307 091200;5164.25;5164.25;5163.75;5163.75;6
20240307 091300;5164.25;5164.5;5164.25;5164.25;36
20240307 091400;5165.25;5165.5;5165;5165;24
20240307 091500;5165.25;5165.25;5164.75;5164.75;30
20240307 091600;5164.5;5166.5;5164.5;5166.5;89
20240307 091700;5166;5167.75;5166;5167.25;102
20240307 091800;5167.25;5167.25;5165.75;5165.75;27
20240307 091900;5165.75;5166.75;5165.75;5166.75;31
20240307 092000;5166.25;5167;5166.25;5166.5;11
20240307 092100;5167;5168.5;5167;5168.5;103
20240307 092200;5168.25;5169.75;5168.25;5169.75;78
20240307 092300;5169.75;5169.75;5168.25;5168.5;37
20240307 092400;5168.75;5169.75;5168.75;5169.75;30
20240307 092500;5169.75;5170.25;5169.25;5169.5;101
20240307 092600;5169.5;5171;5169.5;5170.75;267
20240307 092700;5171;5171;5170;5170;162
20240307 092800;5170;5170.5;5169.5;5169.75;34
20240307 092900;5170;5171;5170;5170.75;84
20240307 093000;5170.75;5173;5170.75;5172.75;168
20240307 093100;5172.75;5173.25;5172.25;5172.5;53
20240307 093200;5172.75;5173.5;5172.75;5173;16
20240307 093300;5172.75;5172.75;5171.25;5171.5;32
20240307 093400;5171.75;5172.5;5171.75;5172.5;19
20240307 093500;5172.5;5172.5;5171.5;5171.5;49
20240307 093600;5171.25;5171.5;5171.25;5171.5;19
20240307 093700;5171.75;5172;5171.5;5172;28
20240307 093800;5172.25;5172.5;5171.75;5171.75;14
20240307 093900;5172.25;5172.75;5171.75;5172;50
20240307 094000;5172.5;5173.25;5172.5;5173.25;8
20240307 094100;5172.75;5172.75;5172.25;5172.75;13
20240307 094200;5173;5173.25;5172.5;5173;20
20240307 094300;5173;5173.25;5173;5173.25;14
20240307 094400;5173;5173.25;5173;5173.25;7
20240307 094500;5173.5;5173.5;5173.25;5173.5;7
20240307 094600;5173.25;5173.25;5172.75;5173.25;43
20240307 094700;5173;5173.25;5173;5173.25;6
20240307 094800;5172.75;5172.75;5172.5;5172.75;11
20240307 094900;5173;5173.25;5172.75;5173.25;30
20240307 095000;5173;5173;5171.75;5171.75;25
20240307 095200;5173;5174.75;5173;5174.5;37
20240307 095300;5174.5;5174.75;5174;5174.25;10
20240307 095400;5173.75;5173.75;5173.5;5173.5;11
20240307 095500;5173;5173.5;5172.75;5173.5;20
20240307 095600;5173.25;5174;5173.25;5173.75;40
20240307 095700;5173.5;5173.75;5173.25;5173.75;15
20240307 095800;5173.25;5174.25;5173.25;5174.25;37
20240307 095900;5174;5174.25;5174;5174.25;9
20240307 100000;5173.75;5174;5173.75;5174;6
20240307 100100;5174.25;5175;5174.25;5174.75;55
20240307 100200;5174.75;5175.75;5174.5;5175.25;52
20240307 100300;5175.25;5175.75;5175;5175.75;17
20240307 100400;5175.5;5175.75;5175.25;5175.25;31
20240307 100500;5175.5;5176.25;5175.5;5176;38
20240307 100600;5175.75;5176;5175.5;5176;32
20240307 100700;5176;5177;5176;5176.75;43
20240307 100800;5177.25;5177.75;5177.25;5177.25;23
20240307 100900;5177.25;5177.75;5177;5177.5;15
20240307 101000;5177;5177.25;5177;5177;9
20240307 101100;5177;5177.5;5177;5177;10
20240307 101200;5177.25;5178;5177.25;5177.5;29
20240307 101300;5178;5179.25;5178;5178.75;28
20240307 101400;5179;5179.5;5179;5179.5;7
20240307 101500;5179.5;5179.75;5179;5179;95
20240307 101600;5179.5;5179.5;5178.5;5178.5;79
20240307 101700;5178.5;5179;5178.5;5178.5;24
20240307 101800;5179;5179.75;5179;5179.75;51
20240307 101900;5180;5180.5;5180;5180.5;35
20240307 102000;5180.25;5180.75;5180;5180.25;16
20240307 102100;5180.5;5181;5180.5;5180.75;10
20240307 102200;5180;5180;5179.75;5179.75;17
20240307 102300;5179.5;5180;5179.5;5180;43
20240307 102400;5179.75;5179.75;5179.5;5179.5;6
20240307 102500;5180;5180;5180;5180;12
20240307 102600;5180;5180;5179.5;5179.75;5
20240307 102700;5178.75;5179;5178.5;5178.5;14
20240307 102800;5178.5;5179.5;5178.25;5179.25;18
20240307 102900;5179.25;5179.5;5179;5179.5;26
20240307 103000;5179.75;5180;5179.75;5180;6
20240307 103200;5180.5;5180.5;5180.25;5180.25;5
20240307 103300;5180.5;5180.5;5180.5;5180.5;1
20240307 103400;5180.5;5180.75;5180;5180;9
20240307 103500;5180;5180.5;5180;5180.25;13
20240307 103600;5180.25;5181.75;5180.25;5181.5;12
20240307 103700;5181.25;5181.5;5181;5181.5;33
20240307 103800;5181.5;5181.5;5180.5;5180.5;12
20240307 103900;5180.5;5181.25;5180.5;5181.25;18
20240307 104000;5181.5;5181.5;5181.5;5181.5;10
20240307 104100;5181.25;5182.5;5181.25;5182.5;23
20240307 104200;5182.25;5183.5;5182.25;5182.75;72
20240307 104300;5182.75;5183;5182.5;5182.75;43
20240307 104400;5182.75;5183;5182.25;5183;21
20240307 104500;5183.25;5184;5183.25;5183.75;9
20240307 104600;5184.25;5185.25;5184.25;5185;86
20240307 104700;5185.25;5186;5184.75;5184.75;35
20240307 104800;5184.75;5184.75;5183.75;5184;20
20240307 104900;5184;5184;5183.5;5183.75;17
20240307 105000;5184.25;5184.25;5183.5;5183.5;30
20240307 105100;5184;5184.5;5184;5184.25;31
20240307 105200;5184.25;5184.25;5183.75;5183.75;3
20240307 105300;5184.25;5184.25;5183.75;5183.75;17
20240307 105400;5183.5;5184;5183.5;5184;21
20240307 105500;5184.5;5184.5;5184.5;5184.5;9
