20250313;5650;5675;5559.25;5578.25;99820
20250314;5588;5701;5588;5692.25;92550
20250317;5679.75;5759.75;5651.25;5732.25;1082115
20250318;5732;5738;5651;5669.25;1196380
20250319;5669.75;5770.5;5657.5;5729.75;1323668
20250320;5733.25;5765.25;5682.5;5712.75;1344800
20250321;5715.75;5723.75;5651.25;5718.25;1274865
20250324;5740;5825.5;5739.75;5815.5;866869
20250325;5813.25;5837.25;5801.5;5826.5;768859
20250326;5831;5836.5;5743;5759.5;1076424
20250327;5738.25;5779.75;5720;5739.25;1219373
20250328;5742;5748;5602.25;5623;1259660
20250331;5590;5672.5;5533.75;5653.25;1692559
20250401;5643.75;5694.75;5600.25;5674.5;1614458
20250402;5672.25;5776.25;5566.5;5712.25;1910755
20250403;5554.75;5565;5415.25;5432.75;2026806
20250404;5421.5;5435;5074;5110.25;2621942
20250407;5007;5285.75;4832.5;5097.25;3748051
20250408;5125;5304.5;4940.5;5020.25;2777351
20250409;5007;5519.75;4873.5;5514.5;3067120
20250410;5502.5;5528.75;5146.75;5302;2913149
20250411;5300;5417.75;5206.75;5391.25;2234833
20250414;5447.25;5497.75;5391;5440.75;1722079
20250415;5432;5485;5413;5428.25;1486152
20250416;5406;5425.5;5250.75;5305.75;1780208
20250417;5306.75;5373.75;5285.5;5312.75;1574765
20250421;5284.25;5309.5;5127;5184.75;1379570
20250422;5183;5339.25;5171.75;5314.75;1631344
20250423;5375;5500;5375;5401.75;1816739
20250424;5408;5543.5;5355.5;5511.25;1581208
20250425;5528;5563.25;5480;5549.75;1471474
20250428;5543.75;5578.75;5492.75;5553;1227711
20250429;5544;5597.5;5521;5583.75;1300003
20250430;5580.25;5628.75;5455.25;5587;1806026
20250501;5618;5682.25;5601.5;5623.25;1336382
20250502;5608;5724.5;5600.75;5709;1309013
20250505;5705.25;5707;5655.25;5671.75;1035316
20250506;5667;5673.5;5605;5625.75;1310046
20250507;5609.5;5690.75;5596;5652;1336123
20250508;5645.75;5741;5636.5;5684.5;1386974
20250509;5687.75;5715.75;5662.75;5678;1141157
20250512;5743.5;5876.25;5734;5865;1497165
20250513;5868;5926.75;5835.75;5904.5;1052746
20250514;5901.75;5925;5890;5908.5;1102366
20250515;5904.25;5944.5;5867;5933.25;1105202
20250516;5935.5;5977.75;5923;5975.5;885333
20250519;5930.5;5987.5;5892.75;5982.5;1109219
20250520;5980.25;5993.25;5926.5;5959.75;1108355
20250521;5954.5;5958;5847.75;5861.25;1730922
20250522;5857.75;5895;5828;5856.75;1369573
20250523;5868.25;5872;5756.5;5817;1529578
20250526;5820.25;5895.5;5813.25;5890.75;201491
20250527;5890.75;5941.75;5862.75;5934.25;847802
20250528;5941.25;5952.5;5890;5902.75;994262
20250529;5924;6008;5883.75;5922.75;1390774
20250530;5913;5932.75;5853;5916;1403819
20250602;5898.5;5955.5;5867.5;5947.25;957432
20250603;5949.25;5991.25;5909;5981.5;902118
20250604;5980;5999;5974;5981;873951
20250605;5976.5;6016;5928.75;5946;1607507
20250606;5934;6025;5930;6006.75;1065540
20250609;6001;6027.75;5992.25;6010.25;829107
20250610;6013.5;6049.25;5991;6045;1027945
20250611;6039.25;6074.75;6006.25;6029;1418576
20250612;6028;6051;5981.75;6049.5;1183054
20250613;6043.5;6044.25;5925;5979.25;1422233
20250616;5950;6055.5;5941;6035.75;373017
20250617;6037;6040.25;5976.5;5985;299969
20250618;5980;6023;5965;5981.5;168764
20250619;5981.5;5984.75;5918.25;5931.25;69843
