20201207;3685;3696.5;3664.5;3682.5;2323
20201208;3675.25;3699.5;3656.25;3694;3224
20201209;3698;3708;3651.25;3664.25;5953
20201210;3662.25;3674;3634;3660.75;31793
20201211;3663.75;3667.25;3620.5;3653.5;631124
20201214;3669.75;3691.25;3637.5;3640;834617
20201215;3645.75;3688.5;3636.25;3687;718647
20201216;3689;3704.5;3680;3693.75;623737
20201217;3696.25;3718.25;3692.25;3712.75;507330
20201218;3713.25;3723;3677;3706.25;932621
20201221;3718;3724.25;3596;3685.75;1301635
20201222;3684.75;3695.25;3663.75;3677.25;869272
20201223;3674.5;3701.5;3651;3681.5;639736
20201224;3684;3696.25;3679;3695;197946
20201228;3682.25;3732.25;3675;3727.5;473799
20201229;3730;3747.75;3714.5;3720;650380
20201230;3724.25;3738.25;3716.5;3724.25;457569
20201231;3725;3753;3715;3748.75;400959
20210104;3748.5;3773.25;3652.5;3692.25;1290044
20210105;3695;3729.75;3673.25;3718.25;961726
20210106;3716.75;3774.75;3685.5;3740.5;1423086
20210107;3751.5;3804;3742;3795.5;760375
20210108;3797.5;3824.25;3775.25;3817.5;1035439
20210111;3815.75;3820.75;3776.25;3792;804540
20210112;3793.75;3806.75;3767.75;3794.5;848832
20210113;3792.5;3813.5;3776.5;3803.75;703882
20210114;3807.5;3817.75;3786.25;3791.25;709836
20210115;3792.75;3797.75;3741.5;3762.25;1067435
20210118;3750.25;3769.5;3741;3769.25;152529
20210119;3768.25;3797;3767.5;3790.5;614673
20210120;3795.75;3852.5;3788.75;3845;626632
20210121;3841.25;3859.75;3836.5;3846;553329
20210122;3846.5;3849.5;3813.5;3834.25;630787
20210125;3835;3853.5;3788.5;3848.5;1191755
20210126;3845.25;3862.5;3821.5;3842.5;779411
20210127;3845.5;3853;3706.25;3744.25;1611022
20210128;3735;3823.75;3703.25;3779.25;1446447
20210129;3769.5;3777;3685.5;3705.25;1703025
20210201;3692.75;3777;3657;3765.75;1085501
20210202;3764.5;3835.75;3759.75;3818.25;923285
20210203;3829.25;3843.5;3807.75;3823.5;803398
20210204;3833;3869.75;3811.5;3864.5;683442
20210205;3864;3888.5;3860;3880.25;605139
20210208;3888.25;3911.25;3885.5;3908;523552
20210209;3910.5;3913.5;3895;3905.5;505171
20210210;3912;3928.25;3878.5;3903;1048700
20210211;3906.75;3920.75;3884.5;3912;845440
20210212;3905.5;3936.25;3890.25;3931;538146
20210215;3936.25;3952;3934;3950.75;95652
20210216;3950.75;3959.25;3918.75;3927.75;750938
20210217;3929.5;3932.5;3896.5;3928;844363
20210218;3928;3936;3880.5;3909.5;891816
20210219;3911;3931.25;3890.25;3903;776494
20210222;3905;3914.25;3861.25;3873.5;867777
20210223;3877.75;3895.75;3804.75;3878;1448697
20210224;3876.5;3927.75;3851.75;3922.5;1166912
20210225;3923.75;3934.5;3810.25;3828;1784902
20210226;3823;3858.75;3785;3809.25;1905798
20210301;3817;3912;3812.5;3898.75;962987
20210302;3903;3906.75;3865.75;3867.5;1240703
20210303;3867.75;3897.75;3813;3816.75;1541409
20210304;3817.75;3842;3720.5;3765.5;2213863
20210305;3765;3850;3728.5;3839;2201583
20210308;3854.5;3879.25;3796.25;3819.25;1587695
20210309;3831.5;3901.25;3826.25;3873.25;942428
20210310;3877;3916.25;3856.75;3896.5;1131004
