20220609;4115.75;4145.5;4015.5;4017.5;75458
20220610;4025.25;4030.5;3896.5;3900.5;946466
20220613;3877.5;3880;3735.25;3753.5;1558749
20220614;3761.25;3807.5;3708.75;3740.25;1372596
20220615;3743.75;3843;3723.25;3793.5;1312512
20220616;3799;3833.25;3641.75;3671.25;1403604
20220617;3679.25;3713.25;3639;3675.75;1378545
20220621;3716;3783.75;3710.25;3767.75;1016304
20220622;3769;3805.5;3693.25;3762.75;1381032
20220623;3762;3806;3735;3799.75;1190343
20220624;3785;3919.5;3781.25;3916.25;824351
20220627;3915.5;3948;3892.5;3903.75;1091320
20220628;3910.25;3950.75;3821.5;3825.5;1170007
20220629;3828;3840.75;3801.25;3821.25;1242555
20220630;3823.25;3824.25;3741;3789.5;1575555
20220701;3781.5;3833.25;3744.5;3827.25;1324169
20220704;3828.25;3828.75;3793;3813.5;161350
20220705;3813;3857.25;3743.75;3834;1303101
20220706;3837.5;3875;3808.75;3848.25;1290254
20220707;3854.75;3914.25;3832.5;3905;884870
20220708;3896;3922;3868;3904.75;1030690
20220711;3900.25;3901;3849.75;3856.75;1059817
20220712;3862;3876.5;3804.5;3823.75;1165896
20220713;3824;3869.25;3752;3804.5;1552962
20220714;3796.25;3806;3723.75;3793.25;1392726
20220715;3796;3868.5;3780.5;3865;1011876
20220718;3878.5;3909.5;3820;3833.75;1149698
20220719;3839.25;3948;3834.25;3937.5;1223385
20220720;3946.75;3977.5;3922.5;3962.5;1403833
20220721;3954;4004.75;3930.25;4001.25;1512992
20220722;3989.25;4016.25;3941.5;3965;1524661
20220725;3967.25;3988.75;3946.25;3970;1228337
20220726;3959.25;3964.5;3913.25;3923.25;1198473
20220727;3939.75;4042.75;3939.25;4024.5;1156620
20220728;4021;4111;3994.5;4073.5;1418415
20220729;4105;4144;4081;4133.5;1291369
20220801;4136.25;4147.25;4097;4120.5;1485640
20220802;4120;4142.75;4080.5;4093.75;1340222
20220803;4097.75;4170;4084.25;4156.25;1217237
20220804;4151.5;4173.25;4136;4152.25;1079420
20220805;4152;4166.25;4103.5;4146.75;1225753
20220808;4149;4188;4129.5;4141.75;1234049
20220809;4149.5;4155.5;4113;4124.5;1005647
20220810;4129;4213.75;4113.75;4210;1156019
20220811;4211;4260.5;4202.75;4209.75;1252270
20220812;4219;4282.75;4208.25;4281;842420
20220815;4277;4304.5;4249;4298.25;830772
20220816;4294.75;4327.5;4278.75;4307.75;1065362
20220817;4308.75;4315;4255;4276.75;1156947
20220818;4279.5;4295.5;4258.25;4286.5;926943
20220819;4287.5;4288.25;4220.75;4231.5;1074099
20220822;4221.25;4222.5;4131.5;4141.25;993616
20220823;4146.75;4162;4118;4130.5;1097823
20220824;4129;4158.5;4110.5;4142.75;886118
20220825;4149.25;4202.75;4143;4201;953943
20220826;4196.75;4217;4043;4059.5;1292513
20220829;4024.5;4064;4006.25;4031.25;1266303
20220830;4035.75;4072.75;3964.5;3987.5;1389220
20220831;3987.75;4018.5;3953;3956.5;1342876
20220901;3958.25;3971.25;3903.25;3968.75;1359791
20220902;3968;4019.25;3906;3924.5;1498042
20220905;3929.25;3942.5;3915;3936.5;183276
20220906;3936.5;3962.5;3886.5;3910.5;1335764
20220907;3908.5;3988.75;3883.5;3980;1196093
20220908;3979.25;4011.5;3942.5;4005.5;1547946
20220909;4010.25;4077;4005.75;4067.25;679544
20220912;4076.25;4119.5;4062.25;4110.75;440976
20220913;4118.5;4162;3919.75;3931.25;399694
20220914;3939;3962.75;3911.25;3947.5;273897
20220915;3955.5;3959.75;3887.5;3902;230106
