20200907;3405;3427.25;3372.5;3426.75;1106
20200908;3426.75;3436.25;3317.75;3325;7001
20200909;3304.75;3414;3286;3390;7168
20200910;3384.25;3414;3316.5;3330;42180
20200911;3337.25;3364.75;3298.5;3323.25;621647
20200914;3337.5;3392.5;3336.5;3372.25;576131
20200915;3369.5;3409;3366;3395;611561
20200916;3395;3419.75;3373.75;3379.5;665758
20200917;3381.25;3386.75;3310;3351;1192448
20200918;3345.25;3363.25;3280.75;3316.25;1071909
20200921;3314.75;3326.5;3217.75;3275;1256827
20200922;3271;3309.5;3256.25;3299.25;946639
20200923;3304;3319.75;3220.75;3231.25;1160307
20200924;3227.75;3268.25;3198;3238;1288488
20200925;3243.5;3296.5;3206.25;3287.25;1030583
20200928;3291.25;3351.25;3288;3346;809586
20200929;3348.5;3363;3316.5;3333.75;729690
20200930;3330;3384;3291.25;3352;1140691
20201001;3344.75;3387.75;3343.75;3367.75;937681
20201002;3366.75;3374.75;3300.25;3339.25;1259746
20201005;3358;3400;3346.5;3393;641064
20201006;3392.25;3421.75;3330.75;3353.25;1150097
20201007;3338;3416.5;3331.75;3406.75;895713
20201008;3407.25;3447.75;3404;3437.5;638298
20201009;3447;3480;3445.5;3473.25;571087
20201012;3470.25;3541.25;3464;3532.75;726158
20201013;3533.75;3536;3491.25;3504.75;894785
20201014;3502.25;3524;3472.25;3481;900974
20201015;3479.5;3486.75;3431.5;3475.5;897961
20201016;3478.5;3508.5;3393.5;3393.5;719764
20201019;3493;3495.75;3410.75;3441.5;1039555
20201020;3443;3469.75;3418;3436.75;1077601
20201021;3425.25;3457.25;3402.25;3418.5;1032631
20201022;3422;3459.5;3406.75;3458.25;799871
20201023;3454;3463.5;3387;3397.25;937013
20201026;3446;3447;3356;3393.5;1270427
20201027;3394.5;3410.25;3368;3383;940467
20201028;3368.75;3370.75;3260.75;3263.5;1529928
20201029;3278.75;3333.75;3250.25;3302.25;1356997
20201030;3268.25;3296.25;3225;3264.75;1733333
20201102;3262.25;3323.5;3243.25;3303.5;1313204
20201103;3304.25;3382.75;3301.25;3361.5;1055225
20201104;3362.5;3480;3319.25;3435;1504495
20201105;3447.75;3522.5;3428;3504.75;1113798
20201106;3509;3519;3456.5;3511;1103706
20201109;3522.5;3668.75;3515.75;3544;1805661
20201110;3549.25;3562.75;3506.25;3541;1651306
20201111;3546.5;3576.75;3530.75;3568;978056
20201112;3574.5;3575;3513;3532.5;1209441
20201113;3538;3590;3518.25;3582;827966
20201116;3586.75;3636.75;3586;3623;853005
20201117;3626;3630;3584;3606.75;923500
20201118;3603.75;3623.25;3556;3565;974842
20201119;3561.75;3582.5;3542;3580;891705
20201120;3560.5;3582.5;3542.5;3554.25;754977
20201123;3546.25;3596;3545;3576;746543
20201124;3576.25;3640;3575.25;3632.75;763381
20201125;3635.75;3655;3615.25;3627.25;703798
20201126;3629.25;3639.25;3613.75;3618;103200
20201127;3621.75;3642.75;3612.75;3636.5;244632
20201130;3644;3651.75;3592.25;3623.25;993318
20201201;3631.25;3677.5;3625.75;3660.5;839829
20201202;3661;3672.75;3642.25;3667.25;678501
20201203;3671;3682;3655.25;3664.5;716807
20201204;3668;3700;3665.5;3690.25;567136
20201207;3695;3705;3672.25;3690.75;664790
20201208;3682.25;3708;3664;3702;671836
20201209;3707.25;3715;3659.25;3672.5;1142928
